PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=389 ttl=64 time=686 ms
64 bytes from 10.0.0.2: icmp_seq=390 ttl=64 time=682 ms
64 bytes from 10.0.0.2: icmp_seq=391 ttl=64 time=696 ms
64 bytes from 10.0.0.2: icmp_seq=392 ttl=64 time=680 ms
64 bytes from 10.0.0.2: icmp_seq=393 ttl=64 time=672 ms
64 bytes from 10.0.0.2: icmp_seq=394 ttl=64 time=687 ms
64 bytes from 10.0.0.2: icmp_seq=395 ttl=64 time=673 ms
64 bytes from 10.0.0.2: icmp_seq=396 ttl=64 time=685 ms
64 bytes from 10.0.0.2: icmp_seq=397 ttl=64 time=685 ms
64 bytes from 10.0.0.2: icmp_seq=398 ttl=64 time=679 ms
64 bytes from 10.0.0.2: icmp_seq=399 ttl=64 time=662 ms
64 bytes from 10.0.0.2: icmp_seq=400 ttl=64 time=675 ms
64 bytes from 10.0.0.2: icmp_seq=401 ttl=64 time=677 ms
64 bytes from 10.0.0.2: icmp_seq=402 ttl=64 time=684 ms
64 bytes from 10.0.0.2: icmp_seq=403 ttl=64 time=670 ms
64 bytes from 10.0.0.2: icmp_seq=404 ttl=64 time=667 ms
64 bytes from 10.0.0.2: icmp_seq=405 ttl=64 time=680 ms
64 bytes from 10.0.0.2: icmp_seq=406 ttl=64 time=687 ms
64 bytes from 10.0.0.2: icmp_seq=407 ttl=64 time=701 ms
64 bytes from 10.0.0.2: icmp_seq=408 ttl=64 time=695 ms
64 bytes from 10.0.0.2: icmp_seq=409 ttl=64 time=682 ms
64 bytes from 10.0.0.2: icmp_seq=410 ttl=64 time=687 ms
64 bytes from 10.0.0.2: icmp_seq=411 ttl=64 time=700 ms
64 bytes from 10.0.0.2: icmp_seq=412 ttl=64 time=696 ms
64 bytes from 10.0.0.2: icmp_seq=413 ttl=64 time=701 ms
64 bytes from 10.0.0.2: icmp_seq=414 ttl=64 time=677 ms
64 bytes from 10.0.0.2: icmp_seq=415 ttl=64 time=691 ms
64 bytes from 10.0.0.2: icmp_seq=416 ttl=64 time=701 ms
64 bytes from 10.0.0.2: icmp_seq=417 ttl=64 time=690 ms
64 bytes from 10.0.0.2: icmp_seq=418 ttl=64 time=684 ms
64 bytes from 10.0.0.2: icmp_seq=419 ttl=64 time=713 ms
64 bytes from 10.0.0.2: icmp_seq=420 ttl=64 time=716 ms
64 bytes from 10.0.0.2: icmp_seq=421 ttl=64 time=715 ms
64 bytes from 10.0.0.2: icmp_seq=422 ttl=64 time=723 ms
64 bytes from 10.0.0.2: icmp_seq=423 ttl=64 time=714 ms
64 bytes from 10.0.0.2: icmp_seq=424 ttl=64 time=703 ms
64 bytes from 10.0.0.2: icmp_seq=425 ttl=64 time=700 ms
64 bytes from 10.0.0.2: icmp_seq=426 ttl=64 time=711 ms
64 bytes from 10.0.0.2: icmp_seq=427 ttl=64 time=711 ms
64 bytes from 10.0.0.2: icmp_seq=428 ttl=64 time=710 ms
64 bytes from 10.0.0.2: icmp_seq=429 ttl=64 time=700 ms
64 bytes from 10.0.0.2: icmp_seq=430 ttl=64 time=714 ms
64 bytes from 10.0.0.2: icmp_seq=431 ttl=64 time=712 ms
64 bytes from 10.0.0.2: icmp_seq=432 ttl=64 time=709 ms
64 bytes from 10.0.0.2: icmp_seq=433 ttl=64 time=726 ms
64 bytes from 10.0.0.2: icmp_seq=434 ttl=64 time=729 ms
64 bytes from 10.0.0.2: icmp_seq=435 ttl=64 time=726 ms
64 bytes from 10.0.0.2: icmp_seq=436 ttl=64 time=717 ms
64 bytes from 10.0.0.2: icmp_seq=437 ttl=64 time=732 ms
64 bytes from 10.0.0.2: icmp_seq=438 ttl=64 time=714 ms
64 bytes from 10.0.0.2: icmp_seq=439 ttl=64 time=733 ms
64 bytes from 10.0.0.2: icmp_seq=440 ttl=64 time=746 ms
64 bytes from 10.0.0.2: icmp_seq=441 ttl=64 time=751 ms
64 bytes from 10.0.0.2: icmp_seq=442 ttl=64 time=741 ms
64 bytes from 10.0.0.2: icmp_seq=443 ttl=64 time=741 ms
64 bytes from 10.0.0.2: icmp_seq=444 ttl=64 time=738 ms
64 bytes from 10.0.0.2: icmp_seq=445 ttl=64 time=740 ms
64 bytes from 10.0.0.2: icmp_seq=446 ttl=64 time=749 ms
64 bytes from 10.0.0.2: icmp_seq=447 ttl=64 time=728 ms
64 bytes from 10.0.0.2: icmp_seq=448 ttl=64 time=721 ms
64 bytes from 10.0.0.2: icmp_seq=449 ttl=64 time=743 ms
64 bytes from 10.0.0.2: icmp_seq=450 ttl=64 time=768 ms
64 bytes from 10.0.0.2: icmp_seq=451 ttl=64 time=762 ms
64 bytes from 10.0.0.2: icmp_seq=452 ttl=64 time=768 ms
64 bytes from 10.0.0.2: icmp_seq=453 ttl=64 time=779 ms
64 bytes from 10.0.0.2: icmp_seq=454 ttl=64 time=774 ms
64 bytes from 10.0.0.2: icmp_seq=455 ttl=64 time=771 ms
64 bytes from 10.0.0.2: icmp_seq=456 ttl=64 time=777 ms
64 bytes from 10.0.0.2: icmp_seq=457 ttl=64 time=742 ms
64 bytes from 10.0.0.2: icmp_seq=458 ttl=64 time=755 ms
64 bytes from 10.0.0.2: icmp_seq=459 ttl=64 time=749 ms
64 bytes from 10.0.0.2: icmp_seq=460 ttl=64 time=753 ms
64 bytes from 10.0.0.2: icmp_seq=461 ttl=64 time=741 ms
64 bytes from 10.0.0.2: icmp_seq=462 ttl=64 time=763 ms
64 bytes from 10.0.0.2: icmp_seq=463 ttl=64 time=761 ms
64 bytes from 10.0.0.2: icmp_seq=464 ttl=64 time=764 ms
64 bytes from 10.0.0.2: icmp_seq=465 ttl=64 time=755 ms
64 bytes from 10.0.0.2: icmp_seq=466 ttl=64 time=745 ms
64 bytes from 10.0.0.2: icmp_seq=467 ttl=64 time=763 ms
64 bytes from 10.0.0.2: icmp_seq=468 ttl=64 time=758 ms
64 bytes from 10.0.0.2: icmp_seq=469 ttl=64 time=759 ms
64 bytes from 10.0.0.2: icmp_seq=470 ttl=64 time=751 ms
64 bytes from 10.0.0.2: icmp_seq=471 ttl=64 time=767 ms
64 bytes from 10.0.0.2: icmp_seq=472 ttl=64 time=766 ms
64 bytes from 10.0.0.2: icmp_seq=473 ttl=64 time=776 ms
64 bytes from 10.0.0.2: icmp_seq=474 ttl=64 time=770 ms
64 bytes from 10.0.0.2: icmp_seq=475 ttl=64 time=763 ms
64 bytes from 10.0.0.2: icmp_seq=476 ttl=64 time=771 ms
64 bytes from 10.0.0.2: icmp_seq=477 ttl=64 time=779 ms
64 bytes from 10.0.0.2: icmp_seq=478 ttl=64 time=778 ms
64 bytes from 10.0.0.2: icmp_seq=479 ttl=64 time=770 ms
64 bytes from 10.0.0.2: icmp_seq=480 ttl=64 time=772 ms
64 bytes from 10.0.0.2: icmp_seq=481 ttl=64 time=771 ms
64 bytes from 10.0.0.2: icmp_seq=482 ttl=64 time=777 ms
64 bytes from 10.0.0.2: icmp_seq=483 ttl=64 time=773 ms
64 bytes from 10.0.0.2: icmp_seq=484 ttl=64 time=787 ms
64 bytes from 10.0.0.2: icmp_seq=485 ttl=64 time=773 ms
64 bytes from 10.0.0.2: icmp_seq=486 ttl=64 time=790 ms
64 bytes from 10.0.0.2: icmp_seq=487 ttl=64 time=778 ms
64 bytes from 10.0.0.2: icmp_seq=488 ttl=64 time=766 ms
64 bytes from 10.0.0.2: icmp_seq=489 ttl=64 time=779 ms
64 bytes from 10.0.0.2: icmp_seq=490 ttl=64 time=774 ms
