1659217141.187556,0
1659217141.295245,11
1659217141.401632,18
1659217141.514878,26
1659217141.620928,32
1659217141.727172,39
1659217141.832824,44
1659217141.938475,52
1659217142.044052,57
1659217142.150428,67
1659217142.256367,77
1659217142.361653,84
1659217142.468016,93
1659217142.575366,99
1659217142.682772,100
1659217142.789901,100
1659217142.895132,100
1659217143.002951,100
1659217143.111192,100
1659217143.217740,100
1659217143.324480,100
1659217143.430279,100
1659217143.537231,100
1659217143.643847,100
1659217143.752529,100
1659217143.859815,100
1659217143.978821,100
1659217144.085438,100
1659217144.191166,100
1659217144.299985,100
1659217144.408539,99
1659217144.514592,100
1659217144.628356,100
1659217144.734505,100
1659217144.841775,100
1659217144.948379,100
1659217145.054341,100
1659217145.160962,100
1659217145.268072,100
1659217145.375569,100
1659217145.489106,100
1659217145.598057,100
1659217145.705405,100
1659217145.810817,99
1659217145.917634,100
1659217146.024126,99
1659217146.131268,98
1659217146.237944,100
1659217146.343821,99
1659217146.449867,100
1659217146.555061,100
1659217146.661589,100
1659217146.767696,100
1659217146.873130,98
1659217146.980376,98
1659217147.087905,98
1659217147.195793,100
1659217147.301691,100
1659217147.408560,100
1659217147.513973,100
1659217147.620886,100
1659217147.727100,100
1659217147.836809,99
1659217147.942226,93
1659217148.047931,86
1659217148.154001,81
1659217148.259606,80
1659217148.365678,82
1659217148.471406,83
1659217148.578070,85
1659217148.683942,86
1659217148.789876,86
1659217148.896451,85
1659217149.003389,85
1659217149.110465,85
1659217149.218004,85
1659217149.324519,85
1659217149.431654,85
1659217149.539464,86
1659217149.645425,86
1659217149.753169,86
1659217149.860917,86
1659217149.967341,86
1659217150.074512,85
1659217150.181997,85
1659217150.288853,85
1659217150.396214,85
1659217150.501913,85
1659217150.608438,85
1659217150.718935,85
1659217150.825567,85
1659217150.931477,85
1659217151.037413,86
1659217151.142991,86
1659217151.249855,86
1659217151.356311,86
1659217151.461847,86
1659217151.567709,86
1659217151.674023,85
1659217151.779974,84
1659217151.886636,85
1659217151.991868,86
1659217152.098887,86
1659217152.205858,86
1659217152.311213,86
1659217152.418400,86
1659217152.525437,85
1659217152.631772,86
1659217152.738677,86
1659217152.844064,86
1659217152.956258,86
1659217153.061721,86
1659217153.169033,86
1659217153.274793,86
1659217153.381093,85
1659217153.489185,84
1659217153.597861,84
1659217153.703360,85
1659217153.810714,85
1659217153.916940,85
1659217154.022792,85
1659217154.128309,83
1659217154.241879,83
1659217154.354525,83
1659217154.461094,83
1659217154.566846,82
1659217154.674048,80
1659217154.780383,79
1659217154.887253,79
1659217154.998343,77
1659217155.105469,76
1659217155.212482,76
1659217155.319312,77
1659217155.425194,77
1659217155.532588,76
1659217155.643073,74
1659217155.750879,72
1659217155.858349,71
1659217155.965469,71
1659217156.071706,71
1659217156.183796,71
1659217156.346404,71
1659217156.500317,68
1659217156.606339,68
1659217156.718169,67
1659217156.829958,68
1659217156.936979,68
1659217157.051743,66
1659217157.163702,66
1659217157.271113,65
1659217157.378349,66
1659217157.486895,66
1659217157.595810,65
1659217157.702817,65
1659217157.815869,66
1659217157.929691,66
1659217158.040951,66
1659217158.148271,66
1659217158.255355,65
1659217158.372900,65
1659217158.570974,67
1659217158.693157,66
1659217158.835832,66
1659217158.949032,65
1659217159.058225,66
1659217159.166437,66
1659217159.299573,67
1659217159.409389,69
1659217159.515838,68
1659217159.622581,67
1659217159.735037,68
1659217159.843140,68
1659217159.955281,67
1659217160.062831,68
1659217160.169179,68
1659217160.277208,68
1659217160.394736,68
1659217160.503365,69
1659217160.614296,69
1659217160.883855,70
1659217161.002381,70
1659217161.115942,70
1659217161.237400,71
1659217161.352988,73
1659217161.461403,73
1659217161.568030,73
1659217161.674542,73
1659217161.781467,72
1659217161.887495,72
1659217161.998153,72
1659217162.103882,69
1659217162.213037,69
1659217162.319543,69
1659217162.425744,69
1659217162.531979,68
1659217162.640107,68
1659217162.746252,68
1659217162.851823,68
1659217162.958461,67
1659217163.063812,69
1659217163.174405,69
1659217163.282156,69
1659217163.409770,69
1659217163.515835,69
1659217163.623801,70
1659217163.730646,70
1659217163.836947,70
1659217163.943466,70
1659217164.091614,70
1659217164.210461,70
1659217164.318498,68
1659217164.431108,69
1659217164.577847,70
1659217164.683599,69
1659217164.814587,69
1659217164.926229,69
1659217165.040022,69
1659217165.163999,69
1659217165.284508,68
1659217165.392482,68
1659217165.505741,67
1659217165.617838,67
1659217165.734193,66
1659217165.840523,64
1659217165.947178,64
1659217166.055377,64
1659217166.161002,63
1659217166.272007,64
1659217166.383308,64
1659217166.494827,64
1659217166.604579,64
1659217166.710650,65
1659217166.820098,65
1659217166.929060,65
1659217167.038127,65
1659217167.145689,65
1659217167.261153,66
1659217167.374605,66
1659217167.486498,67
1659217167.597898,67
1659217167.709419,67
1659217167.818248,67
1659217167.934484,67
1659217168.064838,66
1659217168.192458,67
1659217168.319037,67
1659217168.429218,67
1659217168.580674,67
1659217168.689086,66
1659217168.798139,67
1659217168.903553,67
1659217169.011082,67
1659217169.117253,67
1659217169.245570,66
1659217169.354945,69
1659217169.460966,69
1659217169.567608,68
1659217169.675431,68
1659217169.835599,67
1659217169.976464,69
1659217170.086688,69
1659217170.193200,69
1659217170.299424,71
1659217170.405497,73
1659217170.513549,73
1659217170.619946,73
1659217170.726434,73
1659217170.858454,72
1659217171.033411,72
1659217171.215925,71
1659217171.337816,69
1659217171.467011,70
1659217171.610078,69
1659217171.728195,69
1659217171.837106,70
1659217171.943974,70
1659217172.053005,70
1659217172.164483,70
1659217172.282266,70
1659217172.395792,72
1659217172.563123,72
1659217172.670930,72
1659217172.778820,72
1659217172.886567,73
1659217172.993737,74
1659217173.102660,74
1659217173.269675,75
1659217173.407212,74
1659217173.513303,74
1659217173.623499,73
1659217173.735767,73
1659217173.858874,71
1659217173.981056,71
1659217174.094244,71
1659217174.202120,71
1659217174.309569,71
1659217174.420034,70
1659217174.526664,73
1659217174.635238,73
1659217174.742518,73
1659217174.850076,73
1659217174.957193,73
1659217175.062678,74
1659217175.172755,73
1659217175.283828,73
1659217175.397718,71
1659217175.515298,71
1659217175.630647,71
1659217175.738491,71
1659217175.847928,71
1659217175.959819,70
1659217176.067161,72
1659217176.179917,72
1659217176.294160,72
1659217176.408874,71
1659217176.514713,70
1659217176.623468,70
1659217176.732558,70
1659217176.840350,70
1659217176.947044,70
1659217177.055985,70
1659217177.164660,71
1659217177.273796,71
1659217177.388828,70
1659217177.495765,71
1659217177.610348,71
1659217177.717074,72
1659217177.822876,72
1659217177.936797,72
1659217178.050639,72
1659217178.160717,71
1659217178.266999,72
1659217178.377551,72
1659217178.483445,72
1659217178.591681,71
1659217178.700402,71
1659217178.806563,71
1659217178.912924,71
1659217179.026966,71
1659217179.134047,73
1659217179.245737,73
1659217179.352201,73
1659217179.460056,73
1659217179.569780,73
1659217179.680495,73
1659217179.791379,73
1659217179.902660,73
1659217180.014693,73
1659217180.131161,73
1659217180.276863,72
1659217180.422803,73
1659217180.530839,74
1659217180.640332,74
1659217180.752926,74
1659217180.860575,74
1659217180.966061,75
1659217181.072189,74
1659217181.184333,74
1659217181.291018,74
1659217181.396947,75
1659217181.503230,78
1659217181.609720,78
1659217181.715678,78
1659217181.822078,78
1659217181.934700,78
1659217182.042558,78
1659217182.149924,78
1659217182.264413,78
1659217182.371624,78
1659217182.477607,77
1659217182.583884,76
1659217182.691475,76
1659217182.800845,76
1659217182.906934,75
1659217183.014476,77
1659217183.121926,77
1659217183.228903,77
1659217183.334764,77
1659217183.441124,77
1659217183.548858,76
1659217183.655486,80
1659217183.762270,81
1659217183.869485,80
