1659477948.698609,0
1659477948.828503,9
1659477948.951804,18
1659477949.069681,20
1659477949.187726,20
1659477949.298415,20
1659477949.419215,20
1659477949.530978,20
1659477949.638610,20
1659477949.771640,20
1659477949.884759,20
1659477949.993137,20
1659477950.106539,17
1659477950.223323,18
1659477950.329977,19
1659477950.447425,17
1659477950.552838,15
1659477950.669820,14
1659477950.785985,15
1659477950.896854,17
1659477951.002532,17
1659477951.111878,19
1659477951.221917,18
1659477951.327589,17
1659477951.438921,19
1659477951.549396,19
1659477951.662724,19
1659477951.768352,19
1659477951.875993,19
1659477951.980893,19
1659477952.090759,20
1659477952.198449,18
1659477952.310103,18
1659477952.416261,20
1659477952.531663,20
1659477952.642565,19
1659477952.754519,19
1659477952.878372,19
1659477953.044505,18
1659477953.178287,17
1659477953.285687,17
1659477953.398725,17
1659477953.559541,18
1659477953.664762,19
1659477953.783611,19
1659477953.910878,18
1659477954.049396,16
1659477954.163835,17
1659477954.278978,18
1659477954.408746,18
1659477954.542510,17
1659477954.648077,18
1659477954.770182,19
1659477954.897593,20
1659477955.023354,20
1659477955.220956,19
1659477955.326334,19
1659477955.436249,18
1659477955.597381,17
1659477955.788625,15
1659477955.895066,13
1659477956.002916,12
1659477956.108538,18
1659477956.272429,17
1659477956.447098,18
1659477956.552219,16
1659477956.662113,19
1659477956.781949,20
1659477956.888732,20
1659477956.994023,20
1659477957.143911,18
1659477957.263662,19
1659477957.371271,20
1659477957.481538,20
1659477957.655008,19
1659477957.768803,20
1659477957.878124,20
1659477957.986539,19
1659477958.092826,15
1659477958.200339,16
1659477958.316508,17
1659477958.432839,16
1659477958.539716,14
1659477958.668505,11
1659477958.844698,8
1659477958.957987,15
1659477959.065730,14
1659477959.185594,15
1659477959.341261,16
1659477959.446338,16
1659477959.588392,17
1659477959.699884,17
1659477959.807384,17
1659477959.916876,19
1659477960.026265,19
1659477960.134571,19
1659477960.250173,19
1659477960.368235,19
1659477960.531175,20
1659477960.637196,20
1659477960.743253,18
1659477960.852938,17
1659477960.993214,17
1659477961.126920,18
1659477961.261427,18
1659477961.380420,17
1659477961.583763,14
1659477961.774363,14
1659477961.882007,14
1659477962.047284,11
1659477962.166090,9
1659477962.276091,10
1659477962.393444,9
1659477962.499948,10
1659477962.640321,10
1659477962.790425,10
1659477962.898625,10
1659477963.012251,10
1659477963.122990,12
1659477963.229311,12
1659477963.334708,12
1659477963.474864,12
1659477963.583432,12
1659477963.694593,12
1659477963.834641,13
1659477963.941258,14
1659477964.048001,13
1659477964.158418,14
1659477964.264695,14
1659477964.374689,14
1659477964.481697,14
1659477964.593047,15
1659477964.699715,15
1659477964.808882,14
1659477964.922727,15
1659477965.028474,16
1659477965.141307,16
1659477965.249496,16
1659477965.357446,17
1659477965.464310,17
1659477965.575476,16
1659477965.683920,17
1659477965.789162,17
1659477965.903410,18
1659477966.024380,18
1659477966.133004,19
1659477966.242398,19
1659477966.362116,18
1659477966.467544,19
